Brand,Category,Color0,Color1,Color2,Color3,Color4,Color5,Rating,URL,Average_Price,C0_stock,C1_stock,C2_stock,C3_stock,C4_stock,C5_stock,Total_stock,Gender,Price_type
Adrianna Papell,Dresses,Biscotti,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-one-shoulder-beaded-blouson-gown?ID=14278930&CategoryID=188851,209.3,20,0,0,0,0,0,20,Women,Expensive
Belldini,Plus Sizes,Black,Marsala Rose,,,,,0,https://www.macys.com/shop/product/belldini-black-label-plus-size-long-sleeve-dress?ID=14714885&CategoryID=188851,81.9,2,3,0,0,0,0,5,Women,Reasonable
Adrianna Papell,Dresses,Glacier,,,,,,4,https://www.macys.com/shop/product/adrianna-papell-beaded-boho-midi-dress?ID=14278935&CategoryID=188851,195.3,27,0,0,0,0,0,27,Women,Expensive
The North Face,Coats & Jackets,Fuschia Pink,,,,,,4.8519,https://www.macys.com/shop/product/the-north-face-Generals-thermoball-eco-hoodie-2.0?ID=13695040&CategoryID=188851,NA,14,0,0,0,0,0,14,Women,NA
Eliza J,Dresses,Hunter,,,,,,4.4444,https://www.macys.com/shop/product/eliza-j-Generals-long-sleeve-velvet-maxi-dress?ID=14729983&CategoryID=188851,131.6,14,0,0,0,0,0,14,Women,Expensive
Betsy & Adam,Dresses,Navy/Silver,,,,,,5,https://www.macys.com/shop/product/betsy-adam-Generals-illusion-sleeve-gown?ID=14263447&CategoryID=188851,132.3,5,0,0,0,0,0,5,Women,Expensive
City Chic,Plus Sizes,Petunia,Ruby,,,,,5,https://www.macys.com/shop/product/city-chic-trendy-plus-size-pleated-ombre-maxi-dress?ID=13708518&CategoryID=188851,88.73,0,1,0,0,0,0,1,Women,Reasonable
City Chic,Jackets & Blazers,Black,,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-rome-jacket?ID=14521718&CategoryID=188851,72.97,0,0,0,0,0,0,0,Women,Reasonable
Vince Camuto,Plus Sizes,Blu,,,,,,0,https://www.macys.com/shop/product/vince-camuto-plus-size-balloon-sleeve-smocked-dress?ID=14466681&CategoryID=188851,124.6,9,0,0,0,0,0,9,Women,Expensive
DKNY,Coats & Jackets,Rosewood,,,,,,0,https://www.macys.com/shop/product/dkny-Generals-petite-teddy-coat-created-for-macys?ID=14120859&CategoryID=188851,167.99,0,0,0,0,0,0,0,Women,Expensive
Adrianna Papell,Dresses,Sea Glass,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-embellished-midi-dress?ID=14173299&CategoryID=188851,195.3,20,0,0,0,0,0,20,Women,Expensive
Calvin Klein,Dresses,Twlight,,,,,,0,https://www.macys.com/shop/product/calvin-klein-rhinestone-neck-scuba-crepe-sheath-dress?ID=14699227&CategoryID=188851,111.3,27,0,0,0,0,0,27,Women,Expensive
City Chic,Plus Sizes,Navy,,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-lace-touch-maxi-dress?ID=14158538&CategoryID=188851,93.98,0,0,0,0,0,0,0,Women,Reasonable
GUESS,Coats & Jackets,Black,Ivory,Wine,Honey,,,0,https://www.macys.com/shop/product/guess-Generals-faux-leather-asymmetric-moto-coat?ID=14220507&CategoryID=188851,140,14,15,10,15,0,0,54,Women,Expensive
Lauren Ralph Lauren,Dresses,Birch Tan Gold,,,,,,0,https://www.macys.com/shop/product/lauren-ralph-lauren-foil-print-jersey-surplice-gown?ID=14580192&CategoryID=188851,NA,35,0,0,0,0,0,35,Women,NA
Eileen Fisher,Dresses,Dusk,,,,,,0,https://www.macys.com/shop/product/eileen-fisher-Generals-jewel-neck-slim-sleeveless-dress?ID=14241002&CategoryID=188851,NA,0,0,0,0,0,0,0,Women,NA
Adrianna Papell,Dresses,Marble,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-beaded-cocktail-dress?ID=14570263&CategoryID=188851,174.3,20,0,0,0,0,0,20,Women,Expensive
Adrianna Papell,Dresses,Navy,,,,,,4.12,https://www.macys.com/shop/product/adrianna-papell-Generals-beaded-short-sleeve-sheer-overlay-gown?ID=13185742&CategoryID=188851,139.3,2,0,0,0,0,0,2,Women,Expensive
Lauren Ralph Lauren,Dresses,Nightfall,,,,,,0,https://www.macys.com/shop/product/lauren-ralph-lauren-petite-short-sleeve-denim-shirtdress?ID=14144458&CategoryID=188851,NA,14,0,0,0,0,0,14,Women,NA
Eliza J,Dresses,Aqua,,,,,,0,https://www.macys.com/shop/product/eliza-j-Generals-long-sleeve-pleated-metallic-gown?ID=14241482&CategoryID=188851,173.6,20,0,0,0,0,0,20,Women,Expensive
Adrianna Papell,Dresses,Midnight,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-floral-embroidered-gown?ID=14630606&CategoryID=188851,174.3,27,0,0,0,0,0,27,Women,Expensive
ASTR the Label,Dresses,Blue White Floral,Purple Multi Floral,,,,,3,https://www.macys.com/shop/product/astr-the-label-Generals-palace-floral-print-ruffled-maxi-dress?ID=14298002&CategoryID=188851,NA,0,1,0,0,0,0,1,Women,NA
Aidan by Aidan Mattox,Dresses,Flame Red,,,,,,0,https://www.macys.com/shop/product/aidan-by-aidan-mattox-Generals-plunge-neck-gown?ID=14617787&CategoryID=188851,192.5,27,0,0,0,0,0,27,Women,Expensive
Unpublished,Pants & Capris,Mist,,,,,,0,https://www.macys.com/shop/product/unpublished-marly-button-front-cargo-jumpsuit?ID=13931701&CategoryID=188851,58.8,0,0,0,0,0,0,0,Women,Reasonable
City Chic,General,Austin Floral,,,,,,4,https://www.macys.com/shop/product/city-chic-trendy-plus-size-austin-floral-mini-dress?ID=13412959&CategoryID=188851,88.73,9,0,0,0,0,0,9,Women,Reasonable
Jessica Howard,Dresses,Hunter,,,,,,0,https://www.macys.com/shop/product/jessica-howard-Generals-belted-ruffled-midi-dress?ID=13242029&CategoryID=188851,83.3,14,0,0,0,0,0,14,Women,Reasonable
Tommy Hilfiger,Pants & Capris,Black/Cream,,,,,,4.6667,https://www.macys.com/shop/product/tommy-hilfiger-collared-belted-jumpsuit?ID=10419540&CategoryID=188851,90.3,27,0,0,0,0,0,27,Women,Reasonable
City Chic,Plus Sizes,Black,Sapphire,,,,,0,https://www.macys.com/shop/product/city-chic-plus-size-trendy-claire-dress?ID=14763370&CategoryID=188851,78.22,20,21,0,0,0,0,41,Women,Reasonable
Betsy & Adam,Dresses,Black,,,,,,0,https://www.macys.com/shop/product/betsy-adam-Generals-mock-neck-high-slit-gown?ID=14719747&CategoryID=188851,153.3,14,0,0,0,0,0,14,Women,Expensive
Laundry by Shelli Segal,Coats & Jackets,Black,Evening Blue,,,,,4.2222,https://www.macys.com/shop/product/laundry-by-shelli-segal-Generals-hooded-puffer-coat?ID=14144907&CategoryID=188851,164.49,9,10,0,0,0,0,19,Women,Expensive
Adrianna Papell,Dresses,Ivory,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-embellished-sheath-dress?ID=14278979&CategoryID=188851,160.3,35,0,0,0,0,0,35,Women,Expensive
Adrianna Papell,Pants & Capris,Midnight,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-embellished-twist-front-jumpsuit?ID=14173305&CategoryID=188851,160.3,35,0,0,0,0,0,35,Women,Expensive
Adrianna Papell,Dresses,Bordeaux,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-beaded-embellished-sheath-dress?ID=14751247&CategoryID=188851,174.3,35,0,0,0,0,0,35,Women,Expensive
Calvin Klein,Tops,Soft White,Aubergine,,,,,0,https://www.macys.com/shop/product/calvin-klein-long-sleeve-textured-chiffon-button-front-blouse?ID=14503221&CategoryID=188851,62.65,9,3,0,0,0,0,12,Women,Reasonable
Adrianna Papell,Dresses,Black Multi,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-printed-halter-tie-neck-dress?ID=14751236&CategoryID=188851,118.3,35,0,0,0,0,0,35,Women,Expensive
Calvin Klein,Dresses,Aubergine,,,,,,0,https://www.macys.com/shop/product/calvin-klein-faux-suede-a-line-dress?ID=14593700&CategoryID=188851,97.3,0,0,0,0,0,0,0,Women,Reasonable
XSCAPE,Dresses,Navy Blue,Taupe,,,,,3.4545,https://www.macys.com/shop/product/xscape-Generals-sequin-embellished-long-sleeve-chiffon-gown?ID=10469919&CategoryID=188851,209.3,0,3,0,0,0,0,3,Women,Expensive
JS Collections,Dresses,Blue Blush,,,,,,0,https://www.macys.com/shop/product/js-collections-Generals-sequined-embroidered-mesh-dress?ID=14220735&CategoryID=188851,166.6,35,0,0,0,0,0,35,Women,Expensive
City Chic,Plus Sizes,Ivory Gentle Blossom,Lilac Gentle Blossom,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-kennedy-dress?ID=14441906&CategoryID=188851,67.72,0,9,0,0,0,0,9,Women,Reasonable
NY Collection,Dresses,Ivory Multi Circle,Black Multi Circle,Olive Green Rectangle,Spiced Coral Rectangle,Navy Multi Circle,Rhodendrum Rectangle,3.2821,https://www.macys.com/shop/product/ny-collection-petite-short-sleeve-belted-swiss-dot-dress?ID=12455068&CategoryID=188851,22.12,5,6,6,6,6,4,45,Women,Reasonable
City Studios,Dresses,Plum,,,,,,0,https://www.macys.com/shop/product/city-studios-juniors-off-the-shoulder-fit-flare-dress?ID=14435399&CategoryID=188851,62.3,27,0,0,0,0,0,27,Women,Reasonable
Calvin Klein,Dresses,Twilight,,,,,,0,https://www.macys.com/shop/product/calvin-klein-Generals-tie-back-keyhole-cutout-dress?ID=14730333&CategoryID=188851,132.3,27,0,0,0,0,0,27,Women,Expensive
City Chic,Plus Sizes,Cream Floral,,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-cream-floral-dress?ID=14441982&CategoryID=188851,93.98,5,0,0,0,0,0,5,Women,Reasonable
Kasper,Dresses,Pink,,,,,,0,https://www.macys.com/shop/product/kasper-Generals-glitter-velvet-faux-wrap-midi-dress?ID=14899592&CategoryID=188851,90.3,9,0,0,0,0,0,9,Women,Reasonable
Nightway,Dresses,Spruce,,,,,,0,https://www.macys.com/shop/product/nightway-petite-lace-halter-gown?ID=14341312&CategoryID=188851,104.3,20,0,0,0,0,0,20,Women,Expensive
City Studios,Dresses,Black,,,,,,5,https://www.macys.com/shop/product/city-studios-juniors-chain-fringe-trim-gown?ID=14246383&CategoryID=188851,76.3,35,0,0,0,0,0,35,Women,Reasonable
Jessica Howard,Plus Sizes,Eggplant,,,,,,0,https://www.macys.com/shop/product/jessica-howard-plus-size-ruffled-chiffon-belted-dress?ID=14729417&CategoryID=188851,97.3,9,0,0,0,0,0,9,Women,Reasonable
City Chic,Plus Sizes,Ivory,Emerald,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-sequin-sofia-midi-dress?ID=14158530&CategoryID=188851,99.23,2,10,0,0,0,0,12,Women,Reasonable
XSCAPE,Plus Sizes,Charcoal,,,,,,0,https://www.macys.com/shop/product/xscape-plus-size-embellished-chiffon-ball-gown?ID=13202892&CategoryID=188851,223.3,5,0,0,0,0,0,5,Women,Expensive
Alex Evenings,Dresses,Eggplant,,,,,,1,https://www.macys.com/shop/product/alex-evenings-Generals-lace-bodice-cascade-ruffle-gown?ID=14580159&CategoryID=188851,139.3,0,0,0,0,0,0,0,Women,Expensive
Calvin Klein,Coats & Jackets ,Black,Medium Grey Melange,Bordeaux,,,,0,https://www.macys.com/shop/product/calvin-klein-plus-size-walker-coat-created-for-macys?ID=14173510&CategoryID=188851,181.99,5,6,6,0,0,0,17,Women,Expensive
Jessica Howard,Dresses,Wine,,,,,,0,https://www.macys.com/shop/product/jessica-howard-petite-v-neck-embellished-ruffled-gown?ID=14711307&CategoryID=188851,111.3,14,0,0,0,0,0,14,Women,Expensive
Adrianna Papell,Plus Sizes,Taupe,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-plus-size-burnout-velvet-floral-print-gown?ID=14750365&CategoryID=188851,188.3,14,0,0,0,0,0,14,Women,Expensive
Michael Kors,Coats & Jackets ,Black,White,,,,,0,https://www.macys.com/shop/product/michael-michael-kors-Generals-plus-size-faux-fur-trim-hooded-puffer-coat-created-for-macys?ID=14122019&CategoryID=188851,146.99,5,6,0,0,0,0,11,Women,Expensive
Betsy & Adam,Dresses,Black,,,,,,4.625,https://www.macys.com/shop/product/betsy-adam-off-the-shoulder-mermaid-gown?ID=10475419&CategoryID=188851,195.3,0,0,0,0,0,0,0,Women,Expensive
Alex Evenings,Plus Sizes,Navy,,,,,,0,https://www.macys.com/shop/product/alex-evenings-plus-size-sequined-godet-gown?ID=13889618&CategoryID=188851,181.3,9,0,0,0,0,0,9,Women,Expensive
RACHEL Rachel Roy,Dresses,Light Blue,,,,,,5,https://www.macys.com/shop/product/rachel-rachel-roy-halter-sheath-dress?ID=14906805&CategoryID=188851,55.99,2,0,0,0,0,0,2,Women,Reasonable
Tommy Hilfiger,Coats & Jackets,Black,Navy,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-petite-faux-fur-trim-hooded-belted-puffer-coat-created-for-macys?ID=14164585&CategoryID=188851,164.49,14,21,0,0,0,0,35,Women,Expensive
Emerald Sundae,Dresses,Black,,,,,,0,https://www.macys.com/shop/product/emerald-sundae-juniors-ruched-mesh-dress?ID=14345833&CategoryID=188851,48.3,20,0,0,0,0,0,20,Women,Reasonable
Betsy & Adam,Dresses,Black Silver,,,,,,0,https://www.macys.com/shop/product/betsy-adam-Generals-metallic-threaded-dress?ID=14719731&CategoryID=188851,139.3,27,0,0,0,0,0,27,Women,Expensive
Adrianna Papell,Plus Sizes,Serenity,,,,,,4,https://www.macys.com/shop/product/adrianna-papell-plus-size-blouson-beaded-midi-dress?ID=14042669&CategoryID=188851,209.3,5,0,0,0,0,0,5,Women,Expensive
Nightway,Dresses,Champ,,,,,,0,https://www.macys.com/shop/product/nightway-petite-beaded-v-neck-side-slit-sleeveless-dress?ID=14758143&CategoryID=188851,118.3,14,0,0,0,0,0,14,Women,Expensive
Crystal Doll,Dresses,Black/White,,,,,,0,https://www.macys.com/shop/product/crystal-doll-juniors-printed-sleeveless-fit-flare-dress?ID=14341767&CategoryID=188851,34.3,5,0,0,0,0,0,5,Women,Reasonable
Adrianna Papell,Dresses,Spring Ice,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-lace-midi-dress?ID=14173289&CategoryID=188851,174.3,35,0,0,0,0,0,35,Women,Expensive
Adrianna Papell,Dresses,Rose Quartz,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-embellished-flutter-sleeve-blouson-dress?ID=14438577&CategoryID=188851,195.3,44,0,0,0,0,0,44,Women,Expensive
Adrianna Papell,Dresses,Midnight Navy Blue,Blush Pink,Hunter,,,,4.6667,https://www.macys.com/shop/product/adrianna-papell-off-the-shoulder-chiffon-gown?ID=10513567&CategoryID=188851,94.96666667,2,0,13,0,0,0,15,Women,Reasonable
Lauren Ralph Lauren,Dresses,Birch Tan Gold,,,,,,0,https://www.macys.com/shop/product/lauren-ralph-lauren-buckle-trim-metallic-chiffon-cocktail-dress?ID=14580183&CategoryID=188851,NA,35,0,0,0,0,0,35,Women,NA
J Kara,Dresses,Navy/mercury,,,,,,4,https://www.macys.com/shop/product/j-kara-beaded-gown?ID=14241022&CategoryID=188851,209.3,5,0,0,0,0,0,5,Women,Expensive
Calvin Klein,Tops,Khaki Combo,Aubergine Multi,,,,,0,https://www.macys.com/shop/product/calvin-klein-Generals-printed-pleat-sleeve-button-front-blouse?ID=14503222&CategoryID=188851,62.65,9,10,0,0,0,0,19,Women,Reasonable
MSK,Plus Sizes,Black/Denim/Rust,,,,,,0,https://www.macys.com/shop/product/msk-plus-size-floral-print-jersey-shift-dress?ID=14660030&CategoryID=188851,55.3,2,0,0,0,0,0,2,Women,Reasonable
Bleu by Rod Beattie,Swimsuits & Cover-Ups,Black,,,,,,0,https://www.macys.com/shop/product/bleu-by-rod-beattie-Generals-new-wave-tankini-top?ID=14704734&CategoryID=188851,47.78,14,0,0,0,0,0,14,Women,Reasonable
City Chic,Plus Sizes,Black and Bronze,Black and Royal,,,,,1,https://www.macys.com/shop/product/city-chic-trendy-plus-size-ciela-sequin-dress?ID=14442000&CategoryID=188851,62.48,14,11,0,0,0,0,25,Women,Reasonable
Blondie Nites,Dresses,Mauve,,,,,,0,https://www.macys.com/shop/product/blondie-nites-juniors-embroidered-bodice-fit-flare-dress?ID=14491306&CategoryID=188851,132.3,0,0,0,0,0,0,0,Women,Expensive
XSCAPE,Dresses,Sky Blue,Navy,,,,,4.4375,https://www.macys.com/shop/product/xscape-ruffled-off-the-shoulder-gown?ID=12314320&CategoryID=188851,125.475,0,0,0,0,0,0,0,Women,Expensive
Eileen Fisher,Dresses,Black,Iris,,,,,0,https://www.macys.com/shop/product/eileen-fisher-Generals-mock-neck-sleeveless-dress?ID=14241014&CategoryID=188851,NA,0,2,0,0,0,0,2,Women,NA
Jones New York,Coats & Jackets ,Black,Deep Navy,Deep Red,,,,0,https://www.macys.com/shop/product/jones-new-york-Generals-plus-size-hooded-quilted-coat-created-for-macys?ID=14164553&CategoryID=188851,129.49,5,6,6,0,0,0,17,Women,Expensive
DKNY,Plus Sizes,Black Multi,,,,,,0,https://www.macys.com/shop/product/dkny-plus-size-floral-print-balloon-sleeve-tie-waist-dress?ID=14603191&CategoryID=188851,97.3,9,0,0,0,0,0,9,Women,Reasonable
Alfani,Pants & Capris,Deep Black,Cedar Balsam,,,,,4.5,https://www.macys.com/shop/product/alfani-Generals-seamed-tummy-panel-pull-on-pants-created-for-macys?ID=14249518,48.65,35,36,0,0,0,0,71,Women,Reasonable
Calvin Klein,Jackets & Blazers,Tortoise Multi,,,,,,0,https://www.macys.com/shop/product/calvin-klein-Generals-printed-one-button-blazer?ID=14685177&CategoryID=188851,104.3,35,0,0,0,0,0,35,Women,Expensive
XSCAPE,Plus Sizes,Navy/multi,,,,,,0,https://www.macys.com/shop/product/xscape-plus-size-floral-gown?ID=14165405&CategoryID=188851,202.3,0,0,0,0,0,0,0,Women,Expensive
Eliza J,Plus Sizes,Navy,Wine,,,,,0,https://www.macys.com/shop/product/eliza-j-plus-size-long-sleeve-velvet-maxi-dress?ID=14711466&CategoryID=188851,124.6,9,10,0,0,0,0,19,Women,Expensive
City Chic,Plus Sizes,Raspberry,Ginger,,,,,1,https://www.macys.com/shop/product/city-chic-trendy-plus-size-desire-maxi-dress?ID=14521643&CategoryID=188851,62.48,0,21,0,0,0,0,21,Women,Reasonable
Michael Kors,Coats & Jackets ,Black,Olive,Malachite,,,,0,https://www.macys.com/shop/product/michael-michael-kors-plus-size-belted-faux-fur-trim-hooded-puffer-coat-created-for-macys?ID=14122018&CategoryID=188851,167.99,0,3,3,0,0,0,6,Women,Expensive
XSCAPE,Plus Sizes,Red,,,,,,3.8182,https://www.macys.com/shop/product/xscape-plus-size-ruffled-off-the-shoulder-gown?ID=12382575&CategoryID=188851,174.3,2,0,0,0,0,0,2,Women,Expensive
Alex Evenings,Dresses,Pewter Frost,,,,,,0,https://www.macys.com/shop/product/alex-evenings-Generals-sequined-fit-flare-godet-pleat-gown?ID=14220872&CategoryID=188851,167.3,27,0,0,0,0,0,27,Women,Expensive
Adrianna Papell,Dresses,Silver Nude,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-beaded-popover-gown?ID=14173295&CategoryID=188851,209.3,35,0,0,0,0,0,35,Women,Expensive
Le Suit,Plus Sizes,Black/vanilla Ice,,,,,,0,https://www.macys.com/shop/product/le-suit-plus-size-contrast-trim-slim-leg-pantsuit?ID=13407595&CategoryID=188851,97.99,0,0,0,0,0,0,0,Women,Reasonable
City Chic,Plus Sizes,Ivory Reine Print,,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-evie-maxi-dress?ID=14521722&CategoryID=188851,72.97,0,0,0,0,0,0,0,Women,Reasonable
City Chic,Plus Sizes,Black,,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-eleanor-maxi-dress?ID=14441802&CategoryID=188851,88.73,0,0,0,0,0,0,0,Women,Reasonable
Adrianna Papell,Plus Sizes,Biscotti Beige,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-plus-size-embellished-sheath-dress?ID=12364376&CategoryID=188851,195.3,5,0,0,0,0,0,5,Women,Expensive
Le Suit,Wear to Work,White/Black,Navy/black,,,,,0,https://www.macys.com/shop/product/le-suit-Generals-textured-3-4-sleeve-pencil-skirt-suit?ID=14220102&CategoryID=188851,145.245,27,28,0,0,0,0,55,Women,Expensive
Tommy Hilfiger,Plus Sizes,Animal,,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-plus-size-animal-print-trim-shift-dress?ID=14719560&CategoryID=188851,90.3,5,0,0,0,0,0,5,Women,Reasonable
City Chic,Plus Sizes,Black,,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-delectable-dress?ID=14329259&CategoryID=188851,83.48,9,0,0,0,0,0,9,Women,Reasonable
Aidan by Aidan Mattox,Dresses,Sea Glass,,,,,,0,https://www.macys.com/shop/product/aidan-by-aidan-mattox-one-shoulder-ruched-gown?ID=14131606&CategoryID=188851,185.5,27,0,0,0,0,0,27,Women,Expensive
Calvin Klein,Dresses,Black/White,,,,,,5,https://www.macys.com/shop/product/calvin-klein-piped-bow-sleeve-sheath-dress?ID=14317334&CategoryID=188851,NA,20,0,0,0,0,0,20,Women,NA
Tommy Hilfiger,Plus Sizes,Black,,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-plus-size-keyhole-detail-sheer-sleeve-sheath-dress?ID=14719563&CategoryID=188851,97.3,9,0,0,0,0,0,9,Women,Reasonable
Tommy Hilfiger,Plus Sizes,Black,,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-plus-size-lace-sleeve-shift-dress?ID=14574187&CategoryID=188851,90.3,9,0,0,0,0,0,9,Women,Reasonable
Free People,Tops,Black,White,Roan Rouge,,,,0,https://www.macys.com/shop/product/free-people-Generals-cotton-cropped-eyelet-joi-blouse?ID=14685261&CategoryID=188851,NA,9,3,4,0,0,0,16,Women,NA
Anne Klein,Plus Sizes,Black/Espresso,,,,,,0,https://www.macys.com/shop/product/anne-klein-plus-size-dot-print-halter-dress?ID=14220984&CategoryID=188851,78.22,5,0,0,0,0,0,5,Women,Reasonable
Blondie Nites,Dresses,Wine,,,,,,0,https://www.macys.com/shop/product/blondie-nites-juniors-v-neck-fit-flare-dress?ID=14491182&CategoryID=188851,111.3,0,0,0,0,0,0,0,Women,Expensive
Calvin Klein,Plus Sizes,Malachite,,,,,,0,https://www.macys.com/shop/product/calvin-klein-plus-size-velvet-high-low-fit-flare-dress?ID=14602703&CategoryID=188851,111.3,9,0,0,0,0,0,9,Women,Expensive
Betsy & Adam,Dresses,Black/Silver,,,,,,4,https://www.macys.com/shop/product/betsy-adam-embellished-cutout-gown?ID=12865808&CategoryID=188851,195.3,0,0,0,0,0,0,0,Women,Expensive
City Chic,Plus Sizes,Black,Red,,,,,0,https://www.macys.com/shop/product/city-chic-trendy-plus-size-cecilia-dress?ID=14521753&CategoryID=188851,67.72,0,1,0,0,0,0,1,Women,Reasonable
Lauren Ralph Lauren,Skirts,Tan/blue Multi,,,,,,0,https://www.macys.com/shop/product/lauren-ralph-lauren-plus-size-plaid-fringe-trim-tweed-miniskirt?ID=14659331&CategoryID=188851,NA,9,0,0,0,0,0,9,Women,NA
Calvin Klein,Dresses,Khaki Multi,Khaki Combo,Aubergine Multi,,,,3,https://www.macys.com/shop/product/calvin-klein-Generals-printed-sleeveless-maxi-dress?ID=14503226&CategoryID=188851,90.65,5,9,10,0,0,0,24,Women,Reasonable
XSCAPE,Dresses,Navy,,,,,,5,https://www.macys.com/shop/product/xscape-petite-embellished-ruched-gown?ID=13667620&CategoryID=188851,195.3,20,0,0,0,0,0,20,Women,Expensive
Tommy Hilfiger,Plus Sizes,Grey/Ballerina Pink,,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-plus-size-roll-tab-plaid-shirt?ID=14353204&CategoryID=188851,41.99,5,0,0,0,0,0,5,Women,Reasonable
Adrianna Papell,Dresses,Glacier,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-square-neck-beaded-boho-gown?ID=14278941&CategoryID=188851,209.3,35,0,0,0,0,0,35,Women,Expensive
DKNY,Jackets & Blazers,Black,Navy,,,,,4.875,https://www.macys.com/shop/product/dkny-sleeveless-lapel-vest?ID=11239063&CategoryID=188851,90.3,35,36,0,0,0,0,71,Women,Reasonable
Betsy & Adam,Dresses,Black Silver,,,,,,0,https://www.macys.com/shop/product/betsy-adam-petite-embellished-high-slit-gown?ID=14711436&CategoryID=188851,153.3,20,0,0,0,0,0,20,Women,Expensive
Calvin Klein,Dresses,Black,,,,,,0,https://www.macys.com/shop/product/calvin-klein-button-front-midi-sweater-dress?ID=14699274&CategoryID=188851,97.3,5,0,0,0,0,0,5,Women,Reasonable
Avenue,Jackets & Blazers,Black,,,,,,0,https://www.macys.com/shop/product/avenue-plus-size-lightweight-quilted-jacket?ID=14760443&CategoryID=188851,94.61,20,0,0,0,0,0,20,Women,Reasonable
Le Suit,Wear to Work,White,Silver,,,,,0,https://www.macys.com/shop/product/le-suit-Generals-topper-sheath-dress-set?ID=14220096&CategoryID=188851,118.99,27,28,0,0,0,0,55,Women,Expensive
Tommy Hilfiger,Dresses,"Sky Captain,sand",,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-Generals-printed-mock-neck-shift-dress?ID=14725719&CategoryID=188851,97.3,35,0,0,0,0,0,35,Women,Reasonable
Eliza J,Dresses,Teal,,,,,,3.8,https://www.macys.com/shop/product/eliza-j-Generals-organza-skirt-bow-waist-gown?ID=14241479&CategoryID=188851,173.6,5,0,0,0,0,0,5,Women,Expensive
Calvin Klein Jeans,Leggings & Pants,Black,Sage,,,,,0,https://www.macys.com/shop/product/calvin-klein-jeans-Generals-high-rise-cargo-joggers?ID=14597102&CategoryID=188851,55.65,9,10,0,0,0,0,19,Women,Reasonable
Blondie Nites,Dresses,Blue,,,,,,0,https://www.macys.com/shop/product/blondie-nites-juniors-jacquard-fit-flare-dress?ID=14491308&CategoryID=188851,146.3,9,0,0,0,0,0,9,Women,Expensive
Adrianna Papell,Plus Sizes,Biscotti,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-plus-size-one-shoulder-beaded-blouson-gown?ID=14297599&CategoryID=188851,230.3,0,0,0,0,0,0,0,Women,Expensive
XSCAPE,Plus Sizes,Navy/Gunmetal,,,,,,0,https://www.macys.com/shop/product/xscape-plus-size-beaded-yoke-side-gathered-dress?ID=14263486&CategoryID=188851,153.3,9,0,0,0,0,0,9,Women,Expensive
Le Suit,Plus Sizes,Navy/slate Blue,,,,,,0,https://www.macys.com/shop/product/le-suit-plus-size-pinstriped-pantsuit?ID=13159071&CategoryID=188851,97.99,14,0,0,0,0,0,14,Women,Reasonable
Gloria Vanderbilt,Jeans,Frisco Wash,Rinse Noir,Madison Wash,Black Rinse,Hartford Wash,Tybee Wash,4.1499,https://www.macys.com/shop/product/gloria-vanderbilt-Generals-amanda-classic-straight-jeans-in-regular-short-petite-sizes?ID=11224794&CategoryID=188851,25.2,209,210,100,66,102,17,711,Women,Reasonable
Calvin Klein,Pants & Capris,Tortoise Multi,,,,,,0,https://www.macys.com/shop/product/calvin-klein-plus-size-modern-fit-plaid-trouser-pants?ID=14466596&CategoryID=188851,76.3,14,0,0,0,0,0,14,Women,Reasonable
Lauren Ralph Lauren,Jackets & Blazers,Lapis Sea,,,,,,5,https://www.macys.com/shop/product/lauren-ralph-lauren-plus-size-linen-blazer?ID=14105609&CategoryID=188851,NA,0,0,0,0,0,0,0,Women,NA
